SYMBOL	foldChange
IGFBP5	0.636344611
ETNK1	0.238078465
BRPF3	0.273752344
DCP1B	-0.297359511
TASP1	0.285218922
FASN	0.34438305
MMP15	-0.286333573
TAOK2	-0.15946711
STAP2	-0.366835352
TECTA	0.339950897
COLEC10	0.547708911
YPEL3	-0.285367605
LMO1	0.546421654
ZNF248	0.25001998
SMARCA1	0.284785076
SESN1	-0.22690941
ARID3C	0.439307661
TPSAB1	-0.884016783
PBXIP1	-0.240681056
CFTR	0.221271394
ZNF395	0.374806344
SNAPC4	0.250299187
BCLAF1	0.183882512
TMEM52	0.595794306
UBE2B	0.154455072
CREB3L4	0.284535421
RAB35	-0.152382352
RERG	0.500220136
PPFIA1	0.186319829
AIM2	-0.947742173
CDKN1C	0.65701044
MINPP1	0.277334547
SPRED1	-0.254061987
CLDN12	0.244815384
KCNK5	0.521634872
PRPF38A	0.186385257
EFHD2	-0.234181148
OAS1	-0.514483149
HCCS	-0.188296184
SLC25A4	0.391834319
C1QTNF6	-0.394860046
LRRTM1	0.588147047
ARL6IP6	0.274079029
NUDT13	0.27461798
RET	0.482727071
PIK3R4	0.184235123
CKMT2	0.67762171
APLP2	-0.241020485
ZBTB10	0.252479018
FMO1	-0.752482751
SMPDL3A	-0.362508745
IL18BP	-0.312343245
GFM1	0.179379432
SPRYD3	-0.203225623
PNCK	0.518077197
ZNF695	0.491648518
CCDC59	0.244624232
PCYT1A	-0.148728488
TNFRSF11A	-0.579302027
HLA.DRB5	-0.830456929
AIRE	0.338565947
ARFRP1	-0.248994983
RPL24	0.255338443
SLC2A1	0.535423331
TGOLN2	-0.200120503
PGBD4	0.267998041
RDH14	-0.183494046
PCDHGA6	0.34145353
RHD	-0.446107868
PFKFB2	-0.244047051
RDH10	0.439788097
NFKBIE	-0.309328599
SPAG1	0.355421182
STRAP	0.25334935
SEZ6L	0.391843938
VRK1	0.272947888
NARS2	0.208691037
HECW1	0.44391341
MAGEA10	-1.135732217
ST14	-0.439227142
SULT1A1	0.404684421
NBEA	0.481209915
HMGCR	0.200706487
JPH1	0.794397831
RAB11FIP1	0.463965585
LRRFIP2	-0.188189035
DCN	-0.564944299
CSTF2T	0.203784707
CDS2	-0.189185424
KPNA2	0.399951591
WNK3	0.37046551
CDCA2	0.333695094
VNN2	-0.528732077
PDZD3	0.222687532
PCDHB6	-0.628180225
TMEM43	-0.252934713
C3orf33	0.223653226
GRINA	-0.256462757
SERPINB8	-0.374044435
NFKB2	-0.21811043
CARD6	-0.367958326
NGB	0.449318047
MAP2K4	-0.296253984
NFYB	-0.165407625
LMBR1L	-0.190083049
POLE4	-0.1939662
ANGPTL4	0.629509901
ARMC1	0.256338301
BSPRY	0.452907673
ANKRD46	0.270608431
ZNF554	0.28311893
FAM20B	0.247207484
ACAD11	0.407292993
XRCC6	0.284284502
EXOC8	0.192088461
CCDC3	0.576935485
EBNA1BP2	0.203391941
FHL3	-0.252519668
TMC8	-0.391819139
SLC26A9	0.385188682
MYO1D	-0.378260027
PROZ	0.382728519
ZCCHC2	0.243252433
ZNF420	0.272466153
NME6	-0.192094705
RFX3	0.282556139
PBX4	0.388254464
SNRPA1	0.254393722
GRWD1	-0.187507728
DGCR2	-0.202880686
OFD1	0.280637876
UGT2B15	0.273486547
PNPT1	0.239839983
CHMP1B	-0.234721144
TXK	-0.397859235
MAPK6	0.224587871
LYPD1	0.562961288
TNIK	0.319479211
KPNA4	-0.166769093
PRPH	0.947585241
RPP30	0.200012294
SH3YL1	0.330469028
UGDH	0.312371406
COL6A1	-0.537753488
CNOT7	0.21436819
PPP1CA	-0.182893773
TMBIM4	-0.253382969
MTHFD1L	0.241173136
SAFB	0.192965214
C3orf38	-0.207851274
ENSA	0.220724066
TRIP4	-0.271404117
NTS	0.693137744
NEU4	0.516066102
TMPO	0.214614326
SERPINB7	-0.523397395
RGS19	-0.26521824
EXOSC2	0.207754311
MAGEA11	-0.870975182
KRIT1	0.1963148
CXCR4	-0.350435311
SMARCC1	0.214392358
SLC39A14	0.310628504
SIGLEC7	-0.46367376
EMP1	-0.358290863
SLC7A4	-0.531176761
LDHAL6A	0.411241789
ERCC2	-0.210624261
CASZ1	0.453347029
HS3ST1	-0.396177823
ZNF114	0.443705992
ZNF195	0.218764316
SPCS1	-0.206165044
BFAR	-0.162914297
GPR37	0.858799876
BRAP	0.14455963
PPP2R1B	0.213162207
HPS6	-0.198761126
LIMD1	-0.192788047
BAZ1B	0.200800853
NINJ2	-0.486624665
TOE1	0.212986827
PLK1	0.235367981
DGKQ	-0.201236337
KCNE3	-0.299489942
OR51E1	-0.512268105
PAQR9	0.687505548
NKD1	0.456893335
AHI1	0.246772625
ADAM12	-0.444297633
SRF	-0.24573669
LSM12	0.187831445
BRD2	0.221904463
NDUFA5	0.212079213
RPL31	0.267706032
RAB6B	0.381359197
SLC7A6	0.249308122
SH3BGRL3	-0.282560748
DCT	0.196545361
HOXA10	0.250236861
CERK	-0.229279385
METRN	-0.324780285
DGCR6	0.437395318
LIPA	-0.26738954
OSBPL11	0.191005019
SMARCAD1	0.211158643
SIGLEC10	-0.463069445
PLA2G7	-0.354443576
TIMP4	-0.718023106
CBLC	0.397085646
NOTCH4	-0.298271427
SCARB2	-0.234817868
KAZALD1	0.516860361
FZD5	0.359671035
RAB39B	-0.521483564
GIMAP2	-0.395904325
LSM1	0.25272171
GALNT1	0.279288198
CHERP	0.210256642
SMOC1	-0.768479977
TSPY2	-0.308533096
B4GALT7	-0.234948434
MTG1	0.234657811
ITPK1	-0.22061875
YWHAQ	0.246016539
BSN	0.356121178
S100PBP	0.154979643
ZNF574	-0.194114182
PLAT	-0.516048374
PGD	-0.214546433
CABYR	0.577137408
RPS15	0.257502365
FGFR1OP	0.256364208
SOAT2	-0.413171435
UQCRB	0.287871434
PDCL2	-0.637808485
KCTD16	0.242058258
TFAP2D	0.623191008
GNGT1	-0.739365654
RPS24	0.260794422
NCOR2	0.274698944
STOM	-0.239093608
FOXL2	0.718112897
PRDM10	0.187178338
FLT3	-0.447658326
PDE6H	-0.194335993
ILK	-0.239970929
CCND1	-0.452399453
CYS1	-0.590515452
SPRED3	-0.343692216
DLG1	0.184986303
PRDM14	0.513834341
ERGIC2	0.318930148
LIFR	0.43458927
GBP5	-0.644668701
ZNF416	-0.233403982
ZNF276	0.227919827
GHRH	0.359195432
IFNG	-0.554303642
ADRB2	-0.377775717
RHBDF2	-0.325525024
ING3	0.1958917
RUFY1	-0.168850541
UBE2F	-0.227590867
TEKT3	-0.588637433
PTPDC1	0.229350349
KNDC1	0.534584614
DPYSL4	0.737749922
TATDN1	0.343547946
WDR25	-0.240391913
POLR2J3	0.346117789
IL2RG	-0.481197165
TFEB	-0.313552427
RNF152	-0.314873216
STAMBP	0.143369448
KCND2	0.544199659
GBE1	0.289888754
GP6	0.385558671
ETHE1	-0.256140929
ZBED1	-0.236775186
ATG3	-0.192995086
PCBP3	0.55685494
MX1	-0.571011553
C21orf91	0.324542303
SLC8A3	0.84889803
CHRNA3	0.406818217
FFAR1	-0.209839692
CACNB2	0.3098906
KIF25	0.578405761
FKBP3	0.210209724
MMP19	-0.589721988
ZNF383	0.235392443
ID2	0.284379587
CARD9	-0.30657935
PHYHD1	-0.521905004
NANS	0.242368762
MLKL	-0.296704341
SFXN3	-0.25015062
IL7	-0.521112285
TCHP	0.169768332
BARX2	0.633655542
PIK3C2G	0.26353936
SPTLC2	-0.1701845
FOXR2	-0.37758292
HCG4	-0.722700841
PFKFB3	0.274013699
LSP1	-0.423724451
ANKRD44	0.263740764
CALCB	0.454286199
APOH	0.487899435
MCPH1	0.217973252
NDRG1	0.387015445
NAGLU	-0.234018673
C10orf82	0.369261831
CSRP2	0.438624838
EPB41L5	0.266163289
SYNJ2BP	-0.232238421
COL24A1	0.597382298
EIF4E3	-0.304784637
ERAS	-0.61768775
WDR81	-0.212545926
ERF	0.235112519
CDC25C	0.262856697
SACS	0.30917804
EPS15L1	0.177250957
SLC22A4	-0.277547079
RAB26	0.42533668
GMCL1	0.213283812
ZMYM4	0.171464524
VHL	-0.197611203
MARVELD2	0.513024508
MOV10L1	0.394162896
C1D	0.184576701
DNAJC10	0.218791449
FAM66E	0.221857144
ATP6V1G1	0.236179265
NDFIP1	0.176983534
ASB2	-0.601529488
CD300C	-0.517093871
FBXW11	0.163426587
FCGBP	-0.654509872
ZNF546	-0.322888292
KCNH2	0.872085446
INA	0.766881446
MAP3K14	-0.296941792
GANAB	0.17966765
RNF126	0.217692553
WDTC1	-0.164947859
OGFR	-0.197742585
METAP2	0.183189572
ANXA2	-0.246048123
C21orf58	0.311099459
ALDH16A1	-0.225388531
ST6GAL1	-0.336697962
SYT6	0.679545364
FZD6	0.390111062
LAYN	-0.427314972
SEMA4C	-0.196446617
TDO2	-0.768024505
KCTD3	0.18845139
LUZP2	0.73217822
GPBP1L1	-0.123920932
SURF6	0.184029854
KCNMB3	0.349882093
TMEM71	-0.454963172
MT3	0.653221905
LTBP3	-0.267597325
SCN5A	0.500001656
C14orf119	-0.214230167
ADAMTSL1	-0.549937228
DR1	0.228447359
LRRC8B	0.383826335
CD302	-0.293056876
TUBB	0.248953902
PSEN2	-0.317208465
NUDT17	-0.273002793
SLC11A1	-0.43262377
CCL22	-0.424602153
CRAT	-0.240130982
CDCA5	0.251430716
DGKI	-0.385800399
DLEU2	0.317692049
MT1JP	0.441839179
CDON	0.429334633
HOXA6	0.457340872
IRX2	0.668299393
TARBP1	0.232240466
F2RL2	-0.565067771
RHBDL3	0.565043213
FGF2	0.413720832
PANX3	1.1497111
CHMP4C	0.933576258
TIGD7	0.297996644
GFPT1	0.220877256
S100A6	-0.330281496
DAAM2	0.396491752
PRH1	0.372502389
FBXO16	0.469049882
CD24	0.747863127
HOMER1	0.327854921
RNF138P1	0.487890245
ANGEL1	-0.178116784
IL27RA	-0.341944981
FXR1	0.185742261
WNT11	0.620088063
SORD	0.315444103
PCDH1	-0.311913569
FBLN1	-0.629358067
TRAK2	-0.229183014
C1GALT1	0.308892003
PCDHGC4	0.348888123
GALC	-0.278477839
RUNX2	0.273430322
ZNF671	-0.28021048
GNRHR	-0.280799161
OTUD3	0.231945868
BACH2	0.45968375
GOPC	0.224921395
ARHGAP10	-0.218995051
RHOB	0.315879897
COX7A2L	-0.186741794
KIF7	0.335361436
NKX6.2	0.46105922
SLC35A1	-0.186629032
PHC3	0.210556575
PPT2	0.256178965
OBP2A	-0.724026123
RASGEF1B	0.323738347
IRX5	0.406600372
CEACAM20	0.351321468
MLH1	-0.170741345
PLEKHG1	-0.296533753
PRND	-0.683162651
ROPN1B	0.457971102
TFF3	-0.741569139
CDC23	0.144110175
ARC	0.544193057
NRP2	-0.273399781
PSMF1	-0.165626558
COMMD3	-0.211753059
ASB18	0.236794318
DUT	0.218937079
C12orf10	-0.211184423
MARCO	-0.7380753
CYP4F3	0.302748984
NXPH1	0.258751378
TCEAL7	-0.640860476
KCNQ1	-0.298541679
CYP2W1	0.304209514
RNF141	-0.186201804
CAMKV	0.550316268
ITGAV	-0.290086892
USP54	0.225891413
ARSB	-0.218196955
ZNF101	-0.191426047
BACH1	0.256999062
DYNC1I1	0.394722827
PSMD10	-0.200795728
KIR2DL4	-0.476888632
RAB40B	0.257964708
HDAC8	-0.191310158
COL9A2	0.603644639
ARPC3	-0.177471776
ADRA1B	-0.441304554
ANKRD27	0.270712715
HEPH	-0.616782209
IL2	0.223505985
TFPT	-0.238962456
RAD51	0.238425688
SHCBP1	0.249237017
PTHLH	-0.618867645
MRPL50	0.215546275
OTUD5	-0.174740589
NUDCD1	0.215590414
RIPK2	-0.248653572
NR5A1	0.500524862
EBP	0.275677458
ASF1B	0.268395722
USP33	0.222891123
UNC13A	0.350647855
CFDP1	0.249882855
JMY	0.265016771
ME3	-0.362450536
KLHL13	0.527707477
MFAP4	-1.227663736
SART1	0.201179493
EWSR1	0.155407551
DDIT4	0.402995105
MGST3	-0.236922027
CYP3A5	0.275768241
ZNF365	-0.511757557
CSF2RA	-0.396146908
GAS5	0.283538546
CTCF	0.142040221
POLR3B	0.191436438
TCP11	0.565694987
HIPK4	-0.40579111
MAP6D1	0.302374342
RNF8	0.222783359
EIF5B	0.299790188
MXD3	0.261223537
RACGAP1	0.199826925
AKAP13	-0.225473365
SHANK2	0.426651202
ZNF45	-0.181086921
TMEM14A	0.258620377
CNGB1	0.257896201
ZCCHC17	-0.184884068
SLC35F4	-0.462052315
AK5	-0.440623189
IGF1	-0.410686365
AASS	0.32761151
ZNF628	0.219815264
SPRY4	-0.277810714
GADD45A	-0.352973186
NR3C1	0.195772168
MAP4K4	-0.220851191
ZNF679	0.570501409
CORT	0.610301471
TMEM33	0.180153793
RAP2C	0.220395539
TLE2	0.419202431
FAM98A	0.338418473
PLEKHJ1	-0.236960164
PPP3CA	-0.208633247
PAGE2	-1.128040808
DEK	0.286467157
SCAP	-0.185614433
TIFAB	-0.278062415
CRYGN	-0.453011653
CXorf56	-0.1861811
CTNND2	0.588241837
MIPOL1	0.391852294
RGL2	-0.175579687
SMN1	0.243878836
DPY19L3	0.257914976
MYB	0.389747068
SCNN1B	0.419607658
CBX2	0.342749991
HIBCH	0.253224347
PSMA3	-0.192445156
OR2A9P	-0.420615141
ZDHHC17	0.176280221
CACNA2D4	-0.465991503
BLOC1S1	-0.242288136
VKORC1	0.241936226
TXLNB	-0.449052462
TBC1D10B	-0.150908815
REXO1	0.219650028
TAF5L	0.150246932
MED4	-0.207153999
ABHD14A	-0.236179941
FHL2	-0.368938958
CLEC7A	-0.361571678
CEP70	0.278285179
EXOSC9	0.187212967
EPHB2	-0.460992251
NETO2	0.36850718
KCNQ4	0.439325133
ROCK1	0.18294035
SH3BP5L	-0.231659353
KLRD1	-0.356953023
IFIH1	-0.401899508
SLC16A8	0.634931551
DNAI2	0.280255609
SSTR1	0.471016396
BMP6	0.596584415
CGN	0.481836868
SLC1A7	-0.464587363
COL15A1	-0.40610027
CHST7	-0.325038545
HDAC11	-0.23920845
FXR2	0.235503957
AEBP1	-0.610035787
KLHDC4	0.236809084
ERBB4	0.573850993
POLR2G	-0.198517243
RBM12	0.133111632
PRPF40B	0.235877945
WDR59	0.161246268
IQGAP1	0.289467484
CXCL13	-0.943962032
USP50	0.341190988
SERPINE1	-0.49778492
UBE2C	0.27810187
FBXO6	-0.304668106
RRAGC	-0.198581823
TM9SF2	0.31856988
CDK9	-0.151366221
RAET1G	-0.490045536
SLC12A9	-0.210275355
RIMS4	0.772158728
GATAD2A	0.17031385
RNF10	-0.134751741
COPS6	-0.170822209
WDR48	-0.179407058
RIN1	-0.294572132
SLC27A2	0.678257403
HDDC3	-0.243028444
TRIM33	0.211364057
CD7	-0.547300692
SMAD6	0.431375201
MSH5	0.321276961
BRMS1	-0.206313448
RRS1	-0.238239551
KHSRP	0.230206506
C15orf40	0.239243938
TMEM30A	-0.209889766
SCYL3	0.156794609
EGFR	-0.526180504
RTN1	-0.493743838
LRRC38	0.662761835
PTF1A	0.262293587
PSD3	0.277037262
RPL11	0.245274628
IGSF9	0.532187725
RHBDD1	0.186529084
KLHL4	-0.609257497
DHRS7	-0.24038654
SALL1	0.648557788
LMCD1	-0.332603955
MBD5	0.226017883
FBN1	-0.411071336
CUL5	0.229047026
RAD23B	0.158891366
GRIA1	0.40160962
HMGB1	0.203770665
NAALADL1	-0.409236012
EDNRB	-0.371337607
ZIC5	0.699117896
RGS5	-0.444266498
OR13C3	-0.138707664
ALG12	-0.242158451
SHE	-0.340392586
XRCC3	0.225798632
RIC8A	-0.159868623
BTBD6	0.234688526
CTRC	0.441909214
PLAC9	-0.441938512
TRAF3IP2	-0.319070687
VWF	-0.391155174
PLD5	0.2883493
VASP	-0.205380163
MANBAL	-0.161405368
ANAPC2	-0.164919406
BTN3A3	-0.287320268
TSPAN17	-0.180852626
TSPAN5	-0.421286066
STOX2	0.454051962
POU3F1	0.540772106
SYP	0.386558026
KIAA0040	-0.483185763
DLGAP1	0.452557662
SMPD3	0.82617395
ADCK2	-0.192635955
MMP2	-0.358838053
EN2	0.662990855
PLAC1	-0.675948129
F8A1	-0.325868275
PPP1R1B	0.72129902
RABL2B	-0.257900015
GTPBP6	-0.239855282
CYP2C9	0.316040848
NCAM1	0.519508015
THBS2	-0.628954653
UGT3A2	-0.697832399
UBE2N	0.16740938
ZNF620	0.294139112
EMP3	-0.233668413
NDUFA1	-0.248254064
KLRG1	-0.371065953
PTPRM	-0.331958501
SP1	0.13942949
PRC1	0.274669143
PDE7B	-0.424877331
RGS22	0.514735988
TMEM63C	0.61139011
HAMP	-0.402927501
USP38	0.210938778
SUOX	-0.176740017
SNX14	0.196719781
SPP2	-0.269106291
MCTP2	-0.550200721
PJA2	0.223793643
PTGER1	0.531528287
NLGN1	0.521004675
PLEKHG6	0.342654334
FCRL6	-0.429430271
HS6ST2	0.640067837
MAFG	-0.172549489
RYBP	-0.237858958
IL31RA	-0.429950731
CDK2AP2	-0.236893499
PNKP	-0.198682908
C1orf189	0.481539104
CTH	0.256222111
TCF7	0.35798119
CYP4F2	0.247336421
TNRC6B	-0.193248123
THSD4	0.47518765
GRID2	-0.455921899
GLI1	0.556156173
DDX58	-0.357454824
CCDC47	0.166509037
SUCLA2	0.18067471
RAB6A	0.172425405
CLN5	-0.230049512
NEU1	-0.210213591
DSCAML1	0.297233769
SLC38A1	0.42950779
GFM2	0.205996947
GSTO1	-0.233211579
LMNA	-0.261825177
CETN3	0.249603599
SCAMP1	0.164616232
ECM2	-0.579742751
B3GALT1	-0.495985206
PSMB8	-0.317600641
IDS	-0.259485253
MFAP5	-0.748434832
ESPL1	0.240407566
AVEN	0.254419443
FREM3	-0.116767665
ZNF354B	0.225186768
C1QTNF7	-0.736567822
ATG4D	0.202978973
EMCN	-0.359479183
SLC35B4	-0.148819358
CDH10	0.868254958
NR4A1	0.403770817
SUCNR1	-0.551178625
CISH	-0.29506572
HGD	-0.354760308
OR1Q1	0.267004822
DCTN2	-0.22858473
ABCA2	0.250708536
POLH	0.266895839
NDUFAB1	0.231262292
GPR139	-0.165662133
CAPN11	-0.351474044
HERPUD1	-0.215402006
ACTR1A	-0.173060844
SH3GL1	0.188480557
GALT	-0.248124349
TOP3B	0.266550163
GCNT1	0.410309227
RRM1	0.218558365
WDR75	0.210946469
HSPA12B	-0.400122874
VRK2	0.221848694
ZNF14	0.346206497
PTPRZ1	0.940476537
IL24	-0.499317272
OGFOD2	0.22454377
PTTG2	0.3671875
CALM3	-0.181082383
NDRG4	-0.524866462
PLEKHM1	-0.191424911
DBNL	-0.156689317
RPS27L	-0.224799057
GAS7	-0.41459999
GRIN2C	0.367752011
RIPK1	-0.16953705
STXBP6	0.511679136
ATP11C	0.28776302
CRYAB	0.726522203
PELP1	0.210678269
FBXO2	0.452568928
GALNTL5	0.26009791
HERC2	0.18567963
UBL3	-0.215584781
ADD2	0.515015664
SP7	0.921572885
LAX1	-0.464443341
CDC14A	0.284987421
PABPC4	0.214107374
ROCK2	0.238489583
VPS13D	-0.151419917
NAALADL2	0.336475863
USP6NL	0.220143154
RAP1B	0.233092395
LONRF3	0.363634049
ELOVL7	0.390110582
LGR6	0.802507542
RABIF	0.179405613
NKX2.2	0.694216684
ZNF90	0.361545739
ASTE1	0.192253564
CLEC5A	-0.516704808
ACOX3	-0.205495035
BTBD10	-0.143817223
SESTD1	0.245812471
GPR179	0.152791418
MIF4GD	-0.212780515
SNX22	0.317902833
PDE3A	-0.457810805
RGS2	0.393539601
BCL2L11	0.256563847
GALNT3	0.578462816
C1QL2	0.446818005
HEBP1	-0.168432989
GAB2	-0.262517539
DNASE1L3	-0.569077235
UPF3A	0.29801666
ATE1	0.177854924
ZDHHC4	0.204380343
ATP10A	-0.529568411
HMGN3	0.251820787
FAM53A	0.298557553
BST1	-0.286008022
GPR45	-0.378135184
NHLH1	0.38674767
ADAMTS3	0.523402847
MAOB	0.648270995
SCRG1	0.741403296
DHX37	0.175841608
EMB	-0.45322052
PTPN23	-0.169895232
CACNA1C	-0.418715134
THADA	-0.15183719
SENP8	0.251240795
DERL2	-0.168399701
NUP160	0.198121766
OTOF	0.196894152
PRKCQ	-0.614565598
G0S2	-0.456838211
CTSG	-0.753598629
MAB21L1	-0.520968488
EDA2R	-0.506918562
PPWD1	0.190210951
CFB	-0.458213245
PCDH8	0.176574203
DLC1	-0.232594283
DNAJC7	0.180760686
MMP9	-0.812440606
IDH1	-0.231324107
SDC4P	-0.099487647
AP1S1	-0.171892302
TRMT1	0.226110532
ARIH1	0.160918252
MATN3	-0.52849845
ZNF492	0.436826295
AMIGO1	0.41547425
G3BP2	0.155186095
PRDM1	-0.314210012
HAGH	-0.215446087
SOCS2	0.348345698
CDKN2A	0.708722483
SLIT2	-0.376710272
RCE1	0.166923367
NR1H2	-0.167611483
TPT1	-0.203661899
FOXJ2	-0.206889389
FGFR4	0.643583282
NDUFS8	-0.203361482
HAAO	-0.355173452
SALL3	0.516573798
ZNF705A	-0.221295572
LGI2	-0.460484492
PLEKHG2	-0.237588114
SULT4A1	0.653088424
GRTP1	0.503055476
TESC	-0.365177112
IFT52	-0.181566611
SIAH2	0.16621704
TPD52L2	-0.159218108
METTL7B	-0.582333667
CHST6	0.465350402
CBWD1	0.288319422
ECT2	0.21081017
HIVEP2	0.230892449
AKAP8	0.151070744
PCDHA8	-0.162587
PHACTR3	0.573267146
NASP	0.185165516
GGN	-0.292534356
NSDHL	-0.219648761
PPRC1	0.16111922
ATP1A3	0.544257463
CX3CR1	-0.58241925
GRM7	0.42014957
TRIM46	0.33594796
C6orf141	0.426073559
ELOVL1	-0.155578497
TOR1A	-0.143717355
GABRR3	-0.260894478
EVC	-0.286547424
INHBA	-0.377775134
COMMD2	0.197580194
LMBRD2	0.226265457
CBX1	0.225152003
CBLN1	0.278955692
HOXC6	0.238653615
AKAP10	-0.269102053
SDF2L1	-0.25192029
HERC6	-0.352151945
C17orf58	0.205605018
IRS4	0.617293759
EVI5L	0.233476452
UXS1	-0.192367713
GALNT5	-0.611599177
MIA2	0.275527547
ABCD4	-0.143859043
NPC1L1	0.253722949
MEA1	-0.257384136
CSTB	-0.3286298
MECP2	-0.181892891
MRPL23	-0.330186317
CTDP1	-0.219021576
RUNX1	-0.376682542
TCOF1	0.191202677
ZNF251	-0.258796363
CNTN2	0.249827422
ATXN7L2	0.244899924
CPA5	-0.350226733
HSP90AA1	0.241700505
SRP14	-0.146918804
PRDM6	0.339373549
CAPG	-0.344056279
OGFRL1	-0.24330027
AIG1	-0.198125638
DALRD3	-0.21308416
GJB7	-0.256151111
SRPK2	0.192932743
TOPORS	0.177041239
LTA	-0.380326509
TMC6	-0.291149153
TAS2R10	0.444054571
DYNLRB1	-0.189644066
COPS8	0.1879189
OR4D1	0.220835997
TNFRSF19	-0.365758451
ZNF83	0.236118296
TRH	0.494134005
OPRL1	-0.285403408
ZNF613	-0.213219686
MOXD1	-0.73277485
PCGF5	0.196276464
CACNA1G	0.599810994
ZNF330	-0.196220424
ACTN1	-0.241185021
ENTPD6	-0.174788246
KBTBD8	-0.338542193
KCNS3	-0.52026409
SLC4A1AP	0.132148235
GPR65	-0.411095156
PTTG1IP	-0.201091119
ASB7	0.176208922
S100A2	-0.462992932
PRPF38B	0.188259239
TSPAN19	0.213008746
RALY	-0.159414653
SLC17A7	0.524472284
SNAP91	0.573801632
HEYL	-0.391019749
PLEKHB2	-0.183570835
ZMYND12	-0.413554828
SAC3D1	0.284670956
PGAM1	0.250986798
RASGEF1A	0.480891292
DDI2	0.16052486
IPO8	-0.187789074
SARDH	-0.327719536
BIRC3	-0.498817852
APPBP2	0.153465299
BTN2A2	-0.225748741
TMEM25	0.437295715
TNKS1BP1	-0.232135366
HS2ST1	0.199746833
COG2	0.177159227
DNAJC5G	0.497009439
HTR3C	0.33523458
C21orf62	0.320429927
OTX1	0.47260382
SNX11	-0.169579842
SLC3A1	0.232462025
ACTL7A	0.125992643
ITGB4	-0.276358692
EML1	0.216438422
EGFL7	-0.265605771
RNF168	0.174840558
DYNLT1	-0.192850658
ANTXR2	-0.270638
PCDHA13	-0.150818658
KCNJ13	0.320414022
CLCN3	0.171959554
CLCNKB	0.477895887
LRRC8D	-0.33163235
IL9R	-0.329692474
MMP27	-0.394497721
EFCAB3	0.40179165
CMA1	-0.551684213
ZRANB1	0.262386037
THAP9	0.233415735
KLHL23	0.42382753
PPP1R9B	-0.152552215
PQBP1	0.17776955
TEPP	0.294155952
TIMM8A	0.212164243
HSPA14	0.177007155
RAB40C	-0.177092543
CCDC32	-0.1705224
LBH	-0.269850616
AP1S2	-0.250213718
GPR55	-0.263328708
MCM2	0.248813568
TSNAX	0.173454724
P2RX7	-0.320490842
PLCXD2	-0.236316842
KCTD10	-0.164485953
KISS1R	0.598830442
DENND1B	0.292837386
ANKK1	0.332852461
BTF3	0.198169037
OPA3	-0.145599312
DDX55	0.178751057
ZBTB39	0.171155802
SIGLEC5	-0.453342362
JUND	0.300588089
DNAJC11	0.170838172
ALG1	-0.177494365
KIAA0408	0.24984642
MOCS1	-0.253044027
EXOSC3	0.217079192
SLC6A4	0.339003414
CCL16	-0.360130758
LAIR2	-0.502318871
SDCBP	-0.229313715
FN3KRP	-0.17084526
ADA	-0.25005056
CRELD1	-0.299695934
SLC22A5	0.224433083
FZD2	-0.463205083
DNAH9	0.299375918
RNF135	-0.183175969
TOR2A	-0.205719241
ACBD5	0.177212835
STK10	-0.179924449
TM4SF19	-0.69681358
OR7C1	-0.388413608
CLCN7	-0.195765221
TIMELESS	0.183635821
TSC22D4	0.196851996
PDGFRL	-0.59073872
STK38	-0.19297733
UPK2	0.419249869
ZNF233	0.321086742
PEX3	0.181747158
NKD2	0.726596945
RPAP1	0.179831592
GALE	-0.215606976
TFG	0.161895808
EXPH5	0.433616647
DHX36	0.170462344
STAB2	-0.4387589
DDX46	0.152027479
SATL1	-0.1925747
PEG3	0.808614031
GPR132	-0.35981643
ITIH4	-0.279434566
STK24	0.220225274
GATA3	-0.489066175
MDM4	0.196530946
PHOX2A	0.588044281
SCNN1A	-0.371859533
GNA13	0.182423421
PEX5L	-0.341547015
GDAP1	0.356149093
ZIC2	0.712604633
NISCH	-0.1871196
SCFD1	0.156241508
NCOA3	0.18216964
OR52N2	-0.219294506
IKBKG	-0.196337748
ZNF550	0.202035796
ALDH3B1	-0.271910228
ZNF234	-0.212076892
MAP3K2	0.191419188
PDZK1IP1	0.371979976
HSPB7	0.421396714
SSR4	-0.236975975
RAB21	0.143351918
CCT6B	0.322189331
LOX	0.399216774
BAIAP2L1	-0.520565288
NDP	-0.589371451
RNF20	0.199599666
GNPDA1	-0.183688647
YIF1B	-0.196467485
TRIM55	-0.635753107
CLSTN3	-0.334113735
RNASE3	-0.365821287
TPSD1	-0.583898578
WDSUB1	0.222920172
DISP2	0.356435092
HSBP1	-0.232591655
SERINC3	0.161193051
FLRT1	0.550189876
TNFAIP1	-0.17134777
BAD	-0.175276928
HMGN1	0.211835721
DPY19L2	0.478166141
RNF185	-0.15385601
KRT6A	-0.226155524
C15orf41	0.204640402
PTK7	-0.377183396
ZNF626	0.29753156
GAL3ST3	0.348035989
RBP7	-0.373932718
GMPS	0.177685609
C9orf85	0.190661818
PTGIR	-0.30867078
TMEM38B	0.226193896
HSF4	0.354634846
PCGF6	0.191202877
AP2M1	-0.166599522
PTPN14	0.220178361
SAR1B	0.158577923
STAG2	0.190194898
MUC17	0.271972135
CHAF1A	0.19150785
DEPDC1B	0.243573914
NDUFV3	-0.161627349
SOX30	-0.481829599
RHPN1	0.35966821
IFT57	-0.229448161
SLC6A12	-0.37683541
LTBP1	-0.348002012
SBNO1	0.149614992
OR5AS1	-0.230904602
CLASP1	0.174869543
PRKG2	0.560006798
ROR1	-0.365145944
